Condition,VH + ζ + SKOV + Her 1,VH + ζ + SKOV + Her 2,VH + ζ + SKOV + Her 3,VL + ζ + SKOV + Her 1,VL + ζ + SKOV + Her 2,VL + ζ + SKOV + Her 3,VH + ζ + SKOV 1,VH + ζ + SKOV 2,VH + ζ + SKOV 3,VL + ζ + SKOV 1,VL + ζ + SKOV 2,VL + ζ + SKOV 3
Seconds,,,,,,,,,,,,
1029.5,10.65604,12.58725,9.690435,4.04012,7.863648,6.490919,1.155722,1.186866,1.311444,1.283159,1.339791,1.707897
1030,10.65676,12.58812,9.691087,4.04012,7.866457,6.493165,1.155972,1.187167,1.311944,1.283174,1.339809,1.707936
1030.5,10.65676,12.58812,9.691087,4.04012,7.867864,6.494291,1.156104,1.187325,1.312209,1.28329,1.339948,1.708224
1031,10.6568,12.58816,9.691124,4.039146,7.869377,6.495502,1.15612,1.187343,1.312239,1.283865,1.340638,1.709663
1031.5,10.65676,12.58812,9.691087,4.04012,7.869825,6.49586,1.156372,1.187646,1.312744,1.283865,1.340638,1.709663
1032,10.65744,12.58893,9.691695,4.040641,7.871437,6.497149,1.156662,1.187995,1.313324,1.284306,1.341167,1.710765
1032.5,10.65676,12.58812,9.691087,4.0396,7.871793,6.497434,1.156662,1.187995,1.313324,1.284359,1.341231,1.710899
1033,10.65744,12.58893,9.691695,4.0396,7.870006,6.496005,1.156751,1.188102,1.313503,1.284567,1.341481,1.711418
1033.5,10.65744,12.58893,9.691695,4.038576,7.869825,6.49586,1.15682,1.188184,1.313639,1.284598,1.341518,1.711495
1034,10.65745,12.58894,9.691706,4.038693,7.870006,6.496005,1.157043,1.188451,1.314085,1.284863,1.341836,1.712158
1034.5,10.65772,12.58927,9.691949,4.038693,7.869754,6.495803,1.157259,1.188711,1.314519,1.284863,1.341836,1.712158
1035,10.65794,12.58953,9.692147,4.040858,7.869377,6.495501,1.157259,1.188711,1.314519,1.285097,1.342117,1.712744
1035.5,10.65772,12.58927,9.691949,4.040641,7.869377,6.495501,1.157264,1.188717,1.314528,1.285097,1.342117,1.712744
1036,10.65794,12.58953,9.692147,4.040641,7.869615,6.495692,1.157436,1.188923,1.314871,1.285248,1.342298,1.713121
1036.5,10.65794,12.58953,9.692147,4.041502,7.869825,6.49586,1.157777,1.189333,1.315554,1.285261,1.342313,1.713152
1037,10.65772,12.58927,9.691949,4.0396,7.870087,6.496069,1.157897,1.189476,1.315793,1.285261,1.342313,1.713152
1037.5,10.6582,12.58984,9.692378,4.039146,7.869946,6.495956,1.15801,1.189612,1.316019,1.285273,1.342328,1.713183
1038,10.65816,12.58979,9.692346,4.04012,7.869887,6.495909,1.157986,1.189583,1.315971,1.285273,1.342328,1.713183
1038.5,10.65822,12.58987,9.692401,4.04012,7.869754,6.495803,1.15801,1.189612,1.316019,1.285236,1.342283,1.71309
1039,10.65845,12.59014,9.692607,4.040858,7.869377,6.495502,1.158181,1.189818,1.316363,1.285167,1.3422,1.712917
1039.5,10.65881,12.59057,9.692925,4.040641,7.869946,6.495956,1.158251,1.189902,1.316503,1.285236,1.342283,1.71309
1040,10.65887,12.59064,9.692981,4.039146,7.869615,6.495692,1.15832,1.189984,1.31664,1.285261,1.342313,1.713152
1040.5,10.65903,12.59084,9.693129,4.0396,7.869825,6.49586,1.158358,1.19003,1.316717,1.2853,1.34236,1.71325
1041,10.65903,12.59084,9.693128,4.038576,7.869759,6.495807,1.158565,1.190278,1.31713,1.285318,1.342382,1.713296
1041.5,10.65972,12.59166,9.693748,4.038693,7.869377,6.495502,1.158728,1.190473,1.317455,1.285562,1.342675,1.713906
1042,10.65972,12.59166,9.693748,4.038459,7.869377,6.495502,1.158836,1.190604,1.317673,1.286211,1.343453,1.715528
1042.5,10.65993,12.59192,9.69394,4.0396,7.869946,6.495956,1.158901,1.190681,1.317801,1.286502,1.343802,1.716254
1043,10.65936,12.59123,9.693423,4.041502,7.869684,6.495748,1.159017,1.190821,1.318035,1.286667,1.344001,1.716668
1043.5,10.65936,12.59123,9.693423,4.041928,7.868876,6.495101,1.159113,1.190935,1.318225,1.286696,1.344035,1.71674
1044,10.65982,12.59178,9.693838,4.041502,7.869759,6.495807,1.15937,1.191244,1.31874,1.286776,1.344132,1.716941
1044.5,10.65988,12.59185,9.693889,4.041075,7.869615,6.495692,1.159521,1.191425,1.319042,1.286696,1.344035,1.71674
1045,10.65988,12.59185,9.693889,4.041928,7.869759,6.495807,1.159521,1.191425,1.319042,1.286877,1.344252,1.717191
1045.5,10.65993,12.59192,9.69394,4.041954,7.870087,6.496069,1.15954,1.191448,1.31908,1.287198,1.344638,1.717995
1046,10.66007,12.59209,9.694065,4.041928,7.870579,6.496463,1.159559,1.191471,1.319119,1.287316,1.344779,1.718289
1046.5,10.66,12.592,9.694003,4.042423,7.870579,6.496463,1.159597,1.191516,1.319194,1.287307,1.344769,1.718268
1047,10.65988,12.59185,9.693889,4.041954,7.871437,6.497149,1.159657,1.191589,1.319315,1.287324,1.344789,1.71831
1047.5,10.66,12.592,9.694003,4.041502,7.870579,6.496463,1.159718,1.191662,1.319437,1.288124,1.345749,1.72031
1048,10.66007,12.59209,9.694065,4.040858,7.869946,6.495956,1.159763,1.191715,1.319525,1.288313,1.345975,1.720781
1048.5,10.66027,12.59233,9.694247,4.040858,7.869496,6.495597,1.159766,1.191719,1.319532,1.288431,1.346117,1.721078
1049,10.66023,12.59227,9.694204,4.040858,7.869615,6.495692,1.159769,1.191723,1.319539,1.288878,1.346653,1.722194
1049.5,10.66007,12.59209,9.694065,4.041502,7.866457,6.493165,1.160024,1.192029,1.320049,1.288881,1.346657,1.722203
1050,10.66013,12.59215,9.694113,4.041075,7.863775,6.49102,1.160109,1.192131,1.320218,1.289153,1.346984,1.722883
1050.5,10.66018,12.59222,9.694162,4.041502,7.866202,6.492962,1.160263,1.192316,1.320527,1.289169,1.347002,1.722922
1051,10.66023,12.59227,9.694204,4.041075,7.867135,6.493708,1.160283,1.19234,1.320566,1.289468,1.347361,1.723669
1051.5,10.66079,12.59295,9.694715,4.0396,7.863775,6.49102,1.160283,1.19234,1.320566,1.289523,1.347427,1.723806
1052,10.66027,12.59233,9.694247,4.0396,7.863712,6.490969,1.160314,1.192376,1.320627,1.289778,1.347733,1.724445
1052.5,10.66013,12.59215,9.694113,4.039146,7.863648,6.490919,1.160349,1.192418,1.320697,1.290004,1.348004,1.725009
1053,10.65982,12.59178,9.693838,4.0396,7.865239,6.492191,1.160373,1.192448,1.320746,1.290004,1.348004,1.725009
1053.5,10.66013,12.59215,9.694113,4.038576,7.864025,6.49122,1.160854,1.193025,1.321709,1.290107,1.348129,1.725268
1054,10.66007,12.59209,9.694065,4.037861,7.864025,6.49122,1.161264,1.193516,1.322527,1.290107,1.348129,1.725268
1054.5,10.65972,12.59166,9.693748,4.038576,7.864276,6.491421,1.161264,1.193516,1.322527,1.290112,1.348135,1.725281
1055,10.65907,12.59088,9.693161,4.037128,7.865239,6.492191,1.161429,1.193714,1.322857,1.290117,1.348141,1.725294
1055.5,10.65988,12.59185,9.693889,4.038459,7.866457,6.493165,1.161541,1.193849,1.323081,1.290204,1.348245,1.725511
1056,10.65962,12.59154,9.693657,4.04012,7.863775,6.49102,1.161541,1.193849,1.323081,1.290347,1.348417,1.725869
1056.5,10.65972,12.59166,9.693748,4.038693,7.865239,6.492191,1.161561,1.193874,1.323123,1.290394,1.348473,1.725985
1057,10.65903,12.59084,9.693127,4.038576,7.866923,6.493538,1.161561,1.193874,1.323123,1.290484,1.34858,1.726209
1057.5,10.65869,12.59042,9.692819,4.038576,7.867499,6.494,1.161561,1.193874,1.323123,1.290459,1.348551,1.726148
1058,10.65881,12.59057,9.692925,4.037861,7.868256,6.494605,1.161582,1.193898,1.323164,1.290546,1.348655,1.726364
1058.5,10.65903,12.59084,9.693129,4.037263,7.867499,6.494,1.161638,1.193965,1.323276,1.290546,1.348655,1.726364
1059,10.65988,12.59185,9.693889,4.035298,7.867499,6.494,1.161676,1.194011,1.323351,1.290897,1.349077,1.727243
1059.5,10.65982,12.59178,9.693838,4.037128,7.863648,6.490919,1.161764,1.194117,1.323528,1.291213,1.349455,1.728031
1060,10.66013,12.59215,9.694113,4.037263,7.864025,6.49122,1.161774,1.194129,1.323549,1.291213,1.349455,1.728031
1060.5,10.66018,12.59222,9.694162,4.036993,7.863712,6.490969,1.161774,1.194129,1.323549,1.291514,1.349817,1.728786
1061,10.66079,12.59295,9.694715,4.038459,7.866711,6.493369,1.161774,1.194129,1.323549,1.291806,1.350167,1.729515
1061.5,10.66096,12.59315,9.694862,4.04012,7.868566,6.494853,1.1618,1.19416,1.3236,1.29166,1.349992,1.729151
1062,10.66096,12.59315,9.694862,4.041075,7.867864,6.494291,1.161836,1.194203,1.323672,1.291819,1.350183,1.729548
1062.5,10.66126,12.59351,9.695134,4.041502,7.868256,6.494605,1.161836,1.194203,1.323672,1.292096,1.350515,1.73024
1063,10.66139,12.59367,9.695253,4.041502,7.868876,6.495101,1.16184,1.194208,1.32368,1.292096,1.350515,1.73024
1063.5,10.66122,12.59347,9.695099,4.041954,7.867864,6.494291,1.161997,1.194397,1.323994,1.292186,1.350623,1.730465
1064,10.66088,12.59305,9.694788,4.041502,7.866923,6.493538,1.162,1.1944,1.323999,1.292244,1.350692,1.730609
1064.5,10.66053,12.59264,9.694481,4.040858,7.865239,6.492191,1.162256,1.194707,1.324512,1.292246,1.350695,1.730616
1065,10.66107,12.59328,9.694963,4.040641,7.863599,6.490879,1.16251,1.195012,1.32502,1.292252,1.350703,1.73063
1065.5,10.66107,12.59328,9.694963,4.04012,7.864276,6.491421,1.162511,1.195014,1.325023,1.292249,1.350699,1.730623
1066,10.66096,12.59315,9.694862,4.0396,7.866711,6.493369,1.16251,1.195012,1.32502,1.292437,1.350925,1.731093
1066.5,10.66053,12.59264,9.694481,4.037861,7.867135,6.493708,1.16251,1.195012,1.32502,1.292843,1.351412,1.732108
1067,10.65993,12.59192,9.69394,4.037263,7.866711,6.493369,1.162511,1.195014,1.325023,1.293108,1.35173,1.73277
1067.5,10.65908,12.5909,9.693175,4.038459,7.866202,6.492962,1.162525,1.19503,1.325051,1.29293,1.351516,1.732326
1068,10.65982,12.59178,9.693838,4.039146,7.86806,6.494448,1.162525,1.19503,1.325051,1.292756,1.351307,1.73189
1068.5,10.66018,12.59222,9.694162,4.04012,7.867499,6.494,1.162525,1.19503,1.325051,1.292689,1.351227,1.731723
1069,10.66018,12.59222,9.694162,4.041954,7.868256,6.494605,1.162513,1.195015,1.325026,1.293108,1.35173,1.73277
1069.5,10.66,12.592,9.694003,4.041928,7.868566,6.494853,1.162513,1.195015,1.325026,1.293436,1.352123,1.733589
1070,10.65908,12.5909,9.693175,4.040858,7.868566,6.494853,1.162513,1.195015,1.325026,1.293669,1.352403,1.734172
1070.5,10.65908,12.5909,9.693175,4.0396,7.869377,6.495502,1.162511,1.195014,1.325023,1.293436,1.352123,1.733589
1071,10.65903,12.59084,9.693128,4.041075,7.869377,6.495501,1.16251,1.195012,1.32502,1.294158,1.35299,1.735395
1071.5,10.65881,12.59057,9.692925,4.040858,7.86806,6.494448,1.162513,1.195015,1.325026,1.294523,1.353428,1.736307
1072,10.65869,12.59042,9.692819,4.040858,7.867499,6.494,1.162513,1.195015,1.325026,1.294558,1.35347,1.736395
1072.5,10.65875,12.5905,9.692872,4.040641,7.869126,6.495301,1.162513,1.195015,1.325026,1.294673,1.353608,1.736684
1073,10.65905,12.59086,9.693145,4.041502,7.868566,6.494853,1.162511,1.195014,1.325023,1.294673,1.353608,1.736684
1073.5,10.65898,12.59078,9.693083,4.037861,7.858366,6.486693,1.162513,1.195015,1.325026,1.294831,1.353797,1.737076
1074,10.65887,12.59064,9.692981,4.037263,7.857981,6.486385,1.162513,1.195015,1.325026,1.295163,1.354196,1.737907
1074.5,10.65865,12.59039,9.692789,4.036993,7.859675,6.48774,1.162511,1.195014,1.325023,1.2952,1.35424,1.738
1075,10.6582,12.58984,9.692378,4.035298,7.860856,6.488685,1.162511,1.195014,1.325023,1.295584,1.354701,1.738959
1075.5,10.65794,12.58953,9.692147,4.034139,7.860953,6.488763,1.162513,1.195015,1.325026,1.295442,1.354531,1.738606
1076,10.6582,12.58984,9.692378,4.033956,7.860957,6.488766,1.162511,1.195014,1.325023,1.295584,1.354701,1.738959
1076.5,10.65867,12.59041,9.692804,4.033956,7.860957,6.488766,1.162511,1.195014,1.325023,1.295662,1.354794,1.739154
1077,10.6582,12.58984,9.692378,4.033823,7.860953,6.488763,1.162511,1.195014,1.325023,1.29598,1.355176,1.739949
1077.5,10.65816,12.58979,9.692346,4.033691,7.860953,6.488763,1.16251,1.195012,1.32502,1.296136,1.355363,1.74034
1078,10.65746,12.58896,9.691717,4.034048,7.859675,6.48774,1.16251,1.195012,1.32502,1.296698,1.356038,1.741745
1078.5,10.6569,12.58828,9.691213,4.033691,7.86095,6.48876,1.162511,1.195014,1.325023,1.297205,1.356646,1.743013
1079,10.65638,12.58766,9.690743,4.032794,7.860953,6.488763,1.162511,1.195014,1.325023,1.297533,1.357039,1.743832
1079.5,10.6556,12.58672,9.690043,4.032794,7.861147,6.488918,1.162538,1.195046,1.325076,1.297868,1.357441,1.744669
1080,10.65557,12.58669,9.690014,4.032794,7.861886,6.489509,1.162538,1.195046,1.325076,1.297868,1.357441,1.744669
1080.5,10.65505,12.58606,9.689548,4.032794,7.861886,6.489509,1.162622,1.195146,1.325244,1.298075,1.357689,1.745186
1081,10.65441,12.58529,9.688965,4.033691,7.863069,6.490456,1.162622,1.195146,1.325244,1.298236,1.357883,1.74559
1081.5,10.65445,12.58534,9.689008,4.033956,7.863775,6.49102,1.162538,1.195046,1.325076,1.29829,1.357948,1.745726
1082,10.65358,12.58429,9.688218,4.034525,7.863648,6.490919,1.162538,1.195046,1.325076,1.29869,1.358428,1.746725
1082.5,10.65358,12.58429,9.688218,4.03491,7.866457,6.493165,1.162706,1.195247,1.325411,1.299298,1.359158,1.748246
1083,10.65397,12.58477,9.688576,4.034139,7.867864,6.494291,1.162802,1.195362,1.325604,1.29977,1.359724,1.749424
1083.5,10.65475,12.5857,9.689278,4.034525,7.869377,6.495502,1.162927,1.195512,1.325853,1.299871,1.359845,1.749677
1084,10.65557,12.58669,9.690014,4.036993,7.869825,6.49586,1.162958,1.19555,1.325916,1.299909,1.359891,1.749772
1084.5,10.65672,12.58807,9.691051,4.037861,7.871437,6.497149,1.162927,1.195512,1.325853,1.299909,1.359891,1.749772
1085,10.65582,12.58699,9.690242,4.038576,7.871793,6.497434,1.163,1.195601,1.326001,1.299909,1.359891,1.749772
1085.5,10.65593,12.58712,9.690338,4.04012,7.870006,6.496005,1.163076,1.195691,1.326152,1.299986,1.359983,1.749964
1086,10.65593,12.58712,9.690338,4.0396,7.869825,6.49586,1.163141,1.195769,1.326282,1.300091,1.360109,1.750227
1086.5,10.65676,12.58812,9.691087,4.038693,7.870006,6.496005,1.163249,1.195899,1.326498,1.300128,1.360154,1.750321
1087,10.65604,12.58725,9.690435,4.038459,7.869754,6.495803,1.163249,1.195899,1.326498,1.300194,1.360233,1.750485
1087.5,10.65593,12.58712,9.690338,4.037263,7.869377,6.495501,1.163322,1.195987,1.326645,1.30026,1.360312,1.750649
1088,10.65557,12.58669,9.690014,4.037263,7.869377,6.495501,1.163322,1.195987,1.326645,1.300283,1.36034,1.750708
1088.5,10.65638,12.58766,9.690743,4.038576,7.869615,6.495692,1.163322,1.195987,1.326645,1.300331,1.360398,1.750828
1089,10.65638,12.58766,9.690743,4.038693,7.869825,6.49586,1.163811,1.196574,1.327623,1.300283,1.36034,1.750708
1089.5,10.65672,12.58807,9.691051,4.038576,7.870087,6.496069,1.163811,1.196574,1.327623,1.300306,1.360368,1.750766
1090,10.65604,12.58725,9.690435,4.04012,7.869946,6.495956,1.163844,1.196613,1.327688,1.300331,1.360398,1.750828
1090.5,10.657,12.5884,9.691302,4.038576,7.869887,6.495909,1.163924,1.196709,1.327848,1.300306,1.360368,1.750766
1091,10.65744,12.58893,9.691695,4.0396,7.869754,6.495803,1.163924,1.196709,1.327848,1.300306,1.360368,1.750766
1091.5,10.65772,12.58927,9.691949,4.040641,7.869377,6.495502,1.163924,1.196709,1.327848,1.300331,1.360398,1.750828
1092,10.6582,12.58984,9.692378,4.040641,7.869946,6.495956,1.163924,1.196709,1.327848,1.300492,1.360591,1.75123
1092.5,10.65772,12.58927,9.691949,4.041075,7.869615,6.495692,1.163972,1.196767,1.327944,1.300705,1.360846,1.751763
1093,10.657,12.5884,9.691302,4.041928,7.869825,6.49586,1.163972,1.196767,1.327944,1.300946,1.361135,1.752364
1093.5,10.65794,12.58953,9.692147,4.041928,7.869759,6.495807,1.163972,1.196767,1.327944,1.301062,1.361275,1.752656
1094,10.65772,12.58927,9.691949,4.040641,7.869377,6.495502,1.164134,1.196961,1.328268,1.301173,1.361407,1.752932
1094.5,10.6568,12.58816,9.691124,4.0396,7.869377,6.495502,1.164134,1.196961,1.328268,1.30194,1.362328,1.754851
1095,10.657,12.5884,9.691302,4.04012,7.869946,6.495956,1.16441,1.197292,1.32882,1.301959,1.362351,1.754899
1095.5,10.65744,12.58893,9.691695,4.04012,7.869684,6.495748,1.16441,1.197292,1.32882,1.301959,1.362351,1.754899
1096,10.65744,12.58893,9.691695,4.039146,7.868876,6.495101,1.164553,1.197463,1.329106,1.302173,1.362608,1.755433
1096.5,10.65746,12.58896,9.691717,4.040858,7.869759,6.495807,1.164633,1.197559,1.329266,1.302652,1.363183,1.75663
1097,10.65867,12.59041,9.692804,4.0396,7.869615,6.495692,1.164633,1.197559,1.329266,1.302669,1.363202,1.756672
1097.5,10.65898,12.59078,9.693083,4.038693,7.869759,6.495807,1.164683,1.19762,1.329367,1.302688,1.363226,1.75672
1098,10.65881,12.59057,9.692925,4.038459,7.870087,6.496069,1.164683,1.19762,1.329367,1.302685,1.363222,1.756713
1098.5,10.65887,12.59064,9.692981,4.037263,7.870579,6.496463,1.164864,1.197836,1.329727,1.302688,1.363226,1.75672
1099,10.65898,12.59078,9.693083,4.038459,7.870579,6.496463,1.164864,1.197836,1.329727,1.302691,1.363229,1.756727
1099.5,10.65905,12.59086,9.693145,4.038693,7.871437,6.497149,1.164871,1.197845,1.329741,1.302843,1.363411,1.757107
1100,10.65907,12.59088,9.693161,4.038576,7.870579,6.496463,1.164871,1.197845,1.329741,1.30299,1.363587,1.757474
1100.5,10.65893,12.59072,9.693038,4.038459,7.869946,6.495956,1.164877,1.197853,1.329755,1.302843,1.363411,1.757107
1101,10.65903,12.59084,9.693129,4.037861,7.869496,6.495597,1.164877,1.197853,1.329755,1.30299,1.363587,1.757474
1101.5,10.65903,12.59084,9.693128,4.039146,7.869615,6.495692,1.164877,1.197853,1.329755,1.303055,1.363666,1.757637
1102,10.65903,12.59084,9.693129,4.038576,7.866457,6.493165,1.164877,1.197853,1.329755,1.303369,1.364043,1.758424
1102.5,10.65936,12.59123,9.693423,4.037263,7.863775,6.49102,1.164871,1.197845,1.329741,1.303696,1.364435,1.75924
1103,10.65936,12.59123,9.693423,4.036993,7.866202,6.492962,1.164871,1.197845,1.329741,1.304821,1.365785,1.762052
1103.5,10.65887,12.59064,9.692981,4.035104,7.867135,6.493708,1.164871,1.197845,1.329741,1.304879,1.365854,1.762197
1104,10.65908,12.5909,9.693175,4.035298,7.863775,6.49102,1.164871,1.197845,1.329741,1.304902,1.365882,1.762255
1104.5,10.65908,12.5909,9.693175,4.036993,7.863712,6.490969,1.164877,1.197853,1.329755,1.305119,1.366143,1.762797
1105,10.65903,12.59084,9.693128,4.037263,7.863648,6.490919,1.164972,1.197967,1.329945,1.305129,1.366155,1.762823
1105.5,10.65908,12.5909,9.693175,4.036993,7.865239,6.492191,1.16517,1.198204,1.33034,1.305129,1.366155,1.762823
1106,10.65908,12.5909,9.693175,4.036145,7.864025,6.49122,1.165237,1.198284,1.330474,1.305275,1.36633,1.763188
1106.5,10.65972,12.59166,9.693748,4.036993,7.864025,6.49122,1.165372,1.198447,1.330745,1.305464,1.366557,1.763659
1107,10.66013,12.59215,9.694113,4.037128,7.864276,6.491421,1.165582,1.198698,1.331164,1.305564,1.366676,1.763909
1107.5,10.66007,12.59209,9.694065,4.037263,7.865239,6.492191,1.165664,1.198796,1.331327,1.305599,1.366718,1.763996
1108,10.66027,12.59233,9.694247,4.038576,7.866457,6.493165,1.165671,1.198805,1.331342,1.305599,1.366718,1.763996
1108.5,10.66118,12.59342,9.695064,4.0396,7.863775,6.49102,1.165866,1.199039,1.331732,1.305757,1.366909,1.764393
1109,10.66121,12.59345,9.69509,4.0396,7.865239,6.492191,1.165908,1.19909,1.331817,1.306026,1.367231,1.765065
1109.5,10.66133,12.5936,9.695198,4.0396,7.866923,6.493538,1.165908,1.19909,1.331817,1.306106,1.367327,1.765265
1110,10.6617,12.59404,9.695529,4.040641,7.867499,6.494,1.165908,1.19909,1.331817,1.306106,1.367327,1.765265
1110.5,10.66257,12.59508,9.696312,4.040858,7.868256,6.494605,1.165908,1.19909,1.331817,1.306205,1.367447,1.765514
1111,10.6617,12.59404,9.695529,4.041075,7.867499,6.494,1.165908,1.19909,1.331817,1.306156,1.367387,1.765389
1111.5,10.66185,12.59422,9.695664,4.041075,7.867499,6.494,1.165951,1.199141,1.331901,1.306229,1.367475,1.765574
1112,10.66257,12.59508,9.696312,4.041502,7.863648,6.490919,1.166052,1.199262,1.332103,1.306345,1.367614,1.765862
1112.5,10.66192,12.5943,9.695726,4.041075,7.864025,6.49122,1.166052,1.199262,1.332103,1.306548,1.367858,1.766371
1113,10.66269,12.59523,9.696419,4.041954,7.863712,6.490969,1.166153,1.199383,1.332305,1.306548,1.367858,1.766371
1113.5,10.66342,12.59611,9.697079,4.041928,7.866711,6.493369,1.166208,1.199449,1.332416,1.30666,1.367992,1.766651
1114,10.66298,12.59558,9.696686,4.040858,7.868566,6.494853,1.166325,1.199591,1.332651,1.30666,1.367992,1.766651
1114.5,10.66282,12.59539,9.696539,4.041928,7.867864,6.494291,1.166325,1.199591,1.332651,1.306997,1.368396,1.767492
1115,10.66257,12.59508,9.696312,4.041502,7.868256,6.494605,1.166325,1.199591,1.332651,1.307225,1.36867,1.768062
1115.5,10.66281,12.59538,9.696532,4.040858,7.868876,6.495101,1.166403,1.199683,1.332806,1.307432,1.368918,1.76858
1116,10.6629,12.59548,9.696612,4.041928,7.867864,6.494291,1.166403,1.199683,1.332806,1.307484,1.368981,1.76871
1116.5,10.66356,12.59627,9.697201,4.041928,7.866923,6.493538,1.166403,1.199683,1.332806,1.307484,1.368981,1.76871
1117,10.66309,12.59571,9.696779,4.04198,7.865239,6.492191,1.166495,1.199794,1.33299,1.30794,1.369528,1.76985
1117.5,10.66298,12.59558,9.696686,4.042925,7.863599,6.490879,1.166495,1.199794,1.33299,1.308052,1.369662,1.770129
1118,10.66298,12.59558,9.696686,4.042985,7.864276,6.491421,1.166403,1.199683,1.332806,1.308636,1.370363,1.77159
1118.5,10.66319,12.59583,9.696873,4.043446,7.866711,6.493369,1.166495,1.199794,1.33299,1.308818,1.370582,1.772045
1119,10.66319,12.59583,9.696873,4.043216,7.867135,6.493708,1.166587,1.199905,1.333175,1.308636,1.370363,1.77159
1119.5,10.66342,12.59611,9.697079,4.042985,7.866711,6.493369,1.166587,1.199905,1.333175,1.308818,1.370582,1.772045
1120,10.66319,12.59583,9.696873,4.043692,7.866202,6.492962,1.166587,1.199905,1.333175,1.308933,1.37072,1.772333
1120.5,10.66324,12.59589,9.696915,4.043937,7.86806,6.494448,1.166654,1.199985,1.333308,1.308963,1.370755,1.772407
1121,10.66329,12.59594,9.696957,4.043989,7.867499,6.494,1.166654,1.199985,1.333308,1.308992,1.370791,1.772481
1121.5,10.66384,12.5966,9.697452,4.044583,7.868256,6.494605,1.166721,1.200065,1.333441,1.309034,1.370841,1.772585
1122,10.66342,12.59611,9.697079,4.045656,7.868566,6.494853,1.166762,1.200115,1.333525,1.309338,1.371206,1.773345
1122.5,10.66366,12.5964,9.697297,4.045369,7.868566,6.494853,1.166762,1.200115,1.333525,1.309478,1.371374,1.773695
1123,10.66384,12.5966,9.697452,4.045369,7.869377,6.495502,1.166762,1.200115,1.333525,1.309879,1.371855,1.774698
1123.5,10.66423,12.59708,9.697808,4.045369,7.869377,6.495501,1.166773,1.200128,1.333547,1.310084,1.372101,1.775211
1124,10.66432,12.59718,9.697888,4.048587,7.86806,6.494448,1.166831,1.200197,1.333661,1.310203,1.372244,1.775508
1124.5,10.66459,12.59751,9.698131,4.047219,7.867499,6.494,1.166802,1.200162,1.333604,1.310247,1.372296,1.775617
1125,10.66481,12.59777,9.698331,4.047219,7.869126,6.495301,1.166831,1.200197,1.333661,1.310367,1.372441,1.775918
1125.5,10.66462,12.59754,9.698154,4.047219,7.868566,6.494853,1.166831,1.200197,1.333661,1.310367,1.372441,1.775918
1126,10.66501,12.59801,9.698507,4.049043,7.858366,6.486693,1.166831,1.200197,1.333661,1.310529,1.372635,1.776323
1126.5,10.66481,12.59777,9.698331,4.049043,7.857981,6.486385,1.166831,1.200197,1.333661,1.311019,1.373223,1.777548
1127,10.6651,12.59811,9.698586,4.049043,7.859675,6.48774,1.166851,1.200222,1.333703,1.311019,1.373223,1.777548
1127.5,10.6651,12.59811,9.698586,4.049043,7.860856,6.488685,1.166937,1.200324,1.333873,1.311019,1.373223,1.777548
1128,10.66481,12.59777,9.698331,4.049043,7.860953,6.488763,1.16704,1.200449,1.334081,1.311385,1.373662,1.778463
1128.5,10.66481,12.59777,9.698331,4.048719,7.860957,6.488766,1.167022,1.200426,1.334044,1.311385,1.373662,1.778463
1129,10.66462,12.59754,9.698154,4.048719,7.860957,6.488766,1.167022,1.200426,1.334044,1.311706,1.374047,1.779265
1129.5,10.6663,12.59956,9.699673,4.048851,7.860953,6.488763,1.167059,1.200471,1.334118,1.311706,1.374047,1.779265
1130,10.66653,12.59984,9.699881,4.048851,7.860953,6.488763,1.167078,1.200494,1.334157,1.312131,1.374557,1.780327
1130.5,10.66682,12.60018,9.700135,4.048587,7.859675,6.48774,1.167078,1.200494,1.334157,1.312366,1.37484,1.780916
1131,10.66674,12.60009,9.700064,4.045851,7.86095,6.48876,1.167078,1.200494,1.334157,1.312747,1.375296,1.781866
1131.5,10.66682,12.60018,9.700135,4.047219,7.860953,6.488763,1.167097,1.200517,1.334195,1.312886,1.375464,1.782216
1132,10.668,12.6016,9.701198,4.045612,7.861147,6.488918,1.167097,1.200517,1.334195,1.313102,1.375722,1.782754
1132.5,10.66804,12.60165,9.70124,4.045369,7.861886,6.489509,1.167241,1.20069,1.334483,1.31312,1.375744,1.782801
1133,10.66729,12.60075,9.700563,4.045851,7.861886,6.489509,1.167241,1.20069,1.334483,1.313193,1.375831,1.782982
1133.5,10.66689,12.60027,9.700205,4.045612,7.863069,6.490456,1.167385,1.200862,1.334771,1.313266,1.375919,1.783164
1134,10.66824,12.60188,9.701412,4.045369,7.863775,6.49102,1.167385,1.200862,1.334771,1.313266,1.375919,1.783164
1134.5,10.66804,12.60165,9.70124,4.045369,7.863648,6.490919,1.167511,1.201014,1.335023,1.313271,1.375925,1.783177
1135,10.66804,12.60165,9.70124,4.045127,7.866457,6.493165,1.167637,1.201165,1.335275,1.313276,1.375931,1.78319
1135.5,10.66844,12.60212,9.701593,4.045369,7.867864,6.494291,1.167637,1.201165,1.335275,1.313276,1.375932,1.783191
1136,10.6688,12.60256,9.701921,4.045612,7.869377,6.495502,1.167637,1.201165,1.335275,1.313277,1.375932,1.783192
1136.5,10.6688,12.60256,9.701921,4.0457,7.869825,6.49586,1.167637,1.201165,1.335275,1.313277,1.375932,1.783192
